abbreviation	name	formula	charge	compartment	kegg_id	cas_id	internal_id	found in: 1) E. coli iJR904; 2) H. sapiens Recon 1; 3) H. pylori iIT341; 4) P. putida iJN746; 5) E. coli iAF1260; 6) S. cerevisiae iND750; 7) S. aureus iSB619; 8) E. coli textbook; 9) M. barkeri iAF692; 10) M. tuberculosis iNJ661; 	
ak2gp_hs	1-alkyl 2-acylglycerol 3-phosphate	C5H9O6PFULLRFULLR2CO	-2	Cytosol			2255858	2	
lpchol_hs	lysophosphatidylcholine (homo sapiens)	C8H19NO5PFULLRCO2	0	Extra-organism, Cytosol			2262840	2	
Nmelys	Histone N6-methyl-L-lysine	CXH4	1	Nucleus	C03702	117-81-7	42361	2	
galacglcgalgbside_hs	Gal-GlcNAc-Gal globoside (homo sapiens)	C64H112N3O37FULLRCO	0	Extra-organism, Golgi Apparatus, Cytosol			2266516	2	
gt1a_hs	GT1a (homo sapiens)	C77H127N5O46FULLRCO	-3	Extra-organism, Golgi Apparatus, Cytosol			2266530	2	
pcollglys	Procollagen L-lysine	C7H14N3O2R2	1	Cytosol	C03020		41032	2	
ksi_pre1	keratan sulfate I biosynthesis, precursor 1	C79H129N5O57X	-1	Golgi Apparatus			2296347	2	
yvite	gamma-Tocopherol	C28H48O2	0	Extra-organism, Cytosol			2296479	2	
5HPET	5-Hydroperoxy-6-trans-8,11,14-cis-eicosatetraenoate	C20H31O4	-1	Cytosol	C05356	7365-44-8	45650	2	
cs_b_pre5	chondroitin sulfate B (IdoA2S-GalNAc4s), precursor 5	C45H66N2O45S3X	-5	Golgi Apparatus			2301452	2	
hs_deg3	heparan sulfate, degradation product 3	C81H117N5O97S10	-12	Lysosome			2303768	2	
LalaDglu	L-alanine-D-glutamate	C8H13N2O5	-1	Cytosol			2327197	5	
crtn	Creatinine	C4H7N3O	0	Cytosol	C00791	60-27-5	36009	2	
fucgalacgalfuc12gal14acglcgalgluside_hs	Type IIIH glycolipid	C70H122N3O40FULLRCO	0	Golgi Apparatus			2419399	2	
hpdcacrn	heptadecanoyl carnitine	C24H47NO4	0	Cytosol, Mitochondria			2422209	2	
retfa	fatty acid retinol	C20H29OFULLR2CO	0	Extra-organism, Cytosol			2429940	2	
lnlncacoa	alpha-Linolenoyl-CoA	C39H60N7O17P3S	-4	Cytosol, Mitochondria			2218410	2	
3hddecACP	(R)-3-Hydroxydodecanoyl-[acyl-carrier protein]	C23H43N2O9PRS	-1	Cytosol	C05757	7783-08-6	46428	4,5	
tmrs2eACP	trans-Tetradec-2-enoyl-[acyl-carrier protein]	C25H45N2O8PRS	-1	Cytosol	C05760	7783-08-6	46439	4,5	
pail345p_hs	phosphatidylinositol-3,4,5-trisphosphate (Homo sapiens)	C9H13O18P4FULLRCO2FULLR2CO2	-7	Cytosol, Nucleus	C05981		47125	2	
fucacgalfucgalacglcgalgluside_hs	(Gal)2 (GalNAc)1 (Glc)1 (GlcNAc)1 (LFuc)2 (Cer)1	C64H112N3O35FULLRCO	0	Extra-organism, Golgi Apparatus, Cytosol			2419348	2	
carveol	(E)-carveol	C10H16O	0	Extra-organism, Cytosol	C00964		36494	2	
pdima	phthiocerol dimycocerosate A (Mtb)	C96H190O5	0	Extra-organism, Cytosol			3093184	10	
trnagln	tRNA(Gln)	R	0	Cytosol	C01640		38062	4,5,6,9	
pa_EC	phosphatidate  (E.coli)	C1836H3398O400P50	-100	Cytosol	C00416		1439303	1	
pe_EC	Phosphatidylethanolamine (ecoli)	C1936H3748N50O400P50	0	Cytosol	C00350		1440081	1,7	
ptd1ino_SC	phosphatidyl-1D-myo-inositol, yeast-specific	C4140H7644O1300P100	-100	Cytosol, Nucleus			1452983	6	
xylt	Xylitol	C5H12O5	0	Extra-organism, Cytosol	C00379	87-99-0	34810	2,6	
agpc_EC	acyl-glycerophosphocholine	C1243H2524N50O350P50	0	Cytosol			1484402	1	
g3pc	sn-Glycero-3-phosphocholine	C8H20NO6P	0	Extra-organism, Cytosol, Periplasm	C00670		35659	1,2,5,7	
malthp	Maltoheptaose	C42H72O36	0	Extra-organism, Cytosol			1486100	1,10,5	
2ddglcn	2-Dehydro-3-deoxy-D-gluconate	C6H9O6	-1	Extra-organism, Cytosol, Periplasm	C00204	None	34249	1,4,5	
fmettrna	N-Formylmethionyl-tRNA	C6H9NO2SR	0	Cytosol, Mitochondria	C03294		41579	10,4,5,6,9	
12dgr_EC	1,2-Diacylglycerol  (E.coli)	C1836H3448O250	0	Cytosol			1440098	1,7	
mpdol_U	beta-D-Mannosyldiacetylchitobiosyldiphosphodolichol, human uterine homolog	C1245H2040N20O220P20	-20	Cytosol			1809499	2	
g1m8mpdol_U	alpha-D-Glucosyl-(alpha-D-mannosyl)8-beta-D-mannosyl-diacetylchitobiosyldiphosphodolichol, human uterine homolog	C1785H2940N20O670P20	-20	Endoplasmic Reticulum			1809522	2	
nop	D-Nopaline	C11H19N4O6	-1	Cytosol	C01682	60-23-1	38151	7	
f430p1	coenzyme F390 precursor 1	C42H42N6NiO14	-6	Cytosol			1899132	9	
im4act	Imidazole-4-acetaldehyde	C5H6N2O	0	Cytosol, Mitochondria	C05130	617-54-9	45184	2	
lnlccoa	linoleic coenzyme A	C39H62N7O17P3S	-4	Cytosol, Mitochondria	C02050		2218570	2	
msa	Malonate semialdehyde	C3H3O3	-1	Cytosol, Mitochondria	C00222	None	34301	10,2	
mi4p-D	1D-myo-Inositol 4-phosphate	C6H11O9P	-2	Cytosol	C03546	46495-39-0	42060	10,2	
crmp_hs	Ceramide 1-phosphate	C18H35NO5PFULLRCO	-2	Extra-organism, Cytosol	C02960	551-16-6	40902	2	
digalside_hs	Digalactosylceramide	C30H56NO12FULLRCO	0	Golgi Apparatus, Cytosol, Lysosome			2267787	2	
ksi_pre13	keratan sulfate I biosynthesis, precursor 13	C143H231N10O111S3X	-4	Golgi Apparatus			2296826	2	
nrpphrsf	Sulfate derivative of norepinephrine	C8H11NO6S	0	Extra-organism, Cytosol			2320877	2	
R4coa_hs	R group 4 Coenzyme A homo sapiens	XCO2C21H31N7O15P3S	-4	Cytosol			2219197	2	
ksi_deg18	keratan sulfate I, degradation product 18	C146H235N10O127S7	-7	Lysosome			2416931	2	
tddec2eACP	trans-Dodec-2-enoyl-[acyl-carrier protein]	C23H41N2O8PRS	-1	Cytosol	C05758	7783-08-6	46433	4,5	
pa140	1,2-ditetradecanoyl-sn-glycerol 3-phosphate	C31H59O8P1	-2	Cytosol, Periplasm	C00416		2617409	5	
2agpg141	2-Acyl-sn-glycero-3-phosphoglycerol (n-C14:1)	C20H38O9P1	-1	Cytosol, Periplasm			2706848	5	
apg120	acyl phosphatidylglycerol (n-C12:0)	C42H80O11P	-1	Cytosol			2707870	5	
dmhptcoa	2,6 dimethylheptanoyl-CoA	C30H52N7O17P3S	-4	Cytosol, Mitochondria			2365555	2	
2dhphaccoa	1,2-Dihydroxy-1,2-dihydrophenylacetyl-CoA	C29H40N7O19P3S	-4	Cytosol			3435976	4	
R-3hhcoa	(R)-Hydroxyhexanoyl-CoA	C27H42N7O18P3S	-4	Cytosol			3436793	4	
ichor	Isochorismate	C10H8O6	-2	Cytosol	C00885		36293	1,10,3,5,7	
3ddgc	3-Dehydro-2-deoxy-D-gluconate	C6H9O6	-1	Cytosol	C03926		42797	10	
u3aga	UDP-3-O-(3-hydroxytetradecanoyl)-N-acetylglucosamine	C31H51N3O19P2	-2	Cytosol	C04738		44447	1,5	
ptd134bp_SC	phosphatidyl-1D-myo-inositol 3,4-bisphosphate, yeast-specific	C4140H7444O1900P300	-500	Cytosol			1453294	6	
3mldz	3-Methylimidazole acetaldehyde	C6H8N2O	0	Cytosol	C05827	63-37-6	46585	2	
xol24oh	24-Hydroxycholesterol	C27H46O2	0	Endoplasmic Reticulum		474-73-7	2197434	2	
5hoxindact	5-Hydroxyindoleacetaldehyde	C10H9NO2	0	Cytosol, Mitochondria	C05634	552-58-9	46165	2	
ntm2amep	N-Trimethyl-2-aminoethylphosphonate	C5H13NO3P	-1	Cytosol	C06459	35597-43-4	48308	2	
tststerone	Testosterone	C19H28O2	0	Cytosol, Endoplasmic Reticulum	C00535	58-22-0	35280	2	
paf_hs	1-alkyl 2-acteylglycerol 3-phosphocholine (homo sapiens)	C11H23O4NPFULLRCO2	0	Extra-organism, Cytosol			2255880	2	
mi13p	1D-myo-Inositol 1,3-bisphosphate	C6H10O12P2	-4	Cytosol	C04062	103597-56-4	43061	2	
Ndmelys	Protein N6,N6-dimethyl-L-lysine	C2H7X	2	Nucleus	C05545	52500-60-4	45999	2	
gluside_hs	glucocerebroside (homo sapiens)	C24H46NO7FULLRCO	0	Golgi Apparatus, Cytosol, Endoplasmic Reticulum, Lysosome			2265459	2	
ksi_pre5	keratan sulfate I biosynthesis, precursor 5	C101H164N7O75SX	-2	Golgi Apparatus			2296816	2	
ksi_pre27	keratan sulfate I biosynthesis, precursor 27	C205H328N14O171S8X	-9	Golgi Apparatus			2296845	2	
ksii_core4_pre2	keratan sulfate II boisynthesis, precursor 2	C47H76N4O33X	-1	Golgi Apparatus			2299217	2	
cs_d_pre4	chondroitin sulfate D (GlcNAc6S-GlcA2S), precursor 4	C45H66N2O45S3X	-5	Golgi Apparatus			2300745	2	
debrisoquine	debrisoquine	C10H14N3	1	Extra-organism, Cytosol			2299980	2	
gggagicolipa	glucosyl-glucosyl-galactosyl-glucosyl-inner core oligosaccharide lipid A	C169H291N2O94P4	-11	Cytosol			2375067	5	
grxox	glutaredoxin (oxidized)	X	0	Cytosol	C07293		2388475	5	
hs_deg12	heparan sulfate, degradation product 12	C55H82N3O64S6	-7	Lysosome			2303858	2	
hs_deg19	heparan sulfate, degradation product 19	C43H67N2O42S2	-3	Lysosome			2303865	2	
ksi_deg40	keratan sulfate I, degradation product 40	C40H68N2O31	0	Lysosome			2416956	2	
acglcgalgluside_hs	(Gal)1 (Glc)1 (GlcNAc)1 (Cer)1	C38H69N2O17FULLRCO	0	Golgi Apparatus			2419320	2	
xolest2_hs	cholesterol ester (from FULLR2)	C27H45FULLR2CO2	0	Extra-organism, Cytosol			2421141	2	
adrncrn	Adrenyl carnitine	C29H49NO4	0	Cytosol, Mitochondria			2614417	2	
12dgr141	1,2-Diacyl-sn-glycerol (ditetradec-7-enoyl, n-C14:1)	C31H56O5	0	Cytosol, Periplasm	C00641		2618266	5	
acgagbside_hs	alpha GalNAc globoside (homo sapiens)	C52H92N3O27FULLRCO	0	Golgi Apparatus, Cytosol, Lysosome			2266488	2	
harab-D	hexa arabinofuranoside	C30H50O25	0	Cytosol			2970840	10	
tdm3	trehalose dimycolate (alpha mycolate + ketomycolate)	C176H338O16	0	Cytosol			2979251	10	
3hadpcoa	(3S)-3-Hydroxyadipyl-CoA	C27H39N7O20P3S	-5	Cytosol	C14145		3435985	4	
dhlam	Dihydrolipoamide	C8H17NOS2	0	Cytosol, Mitochondria	C00579	3884-47-7	35406	10,2,4,6,7	
3ohxccoa	3-Oxohexacosyl-CoA	C47H80N7O18P3S	-4	Peroxisome			1457707	2,6	
4gudbd	4-Guanidinobutanamide	C5H13N4O	1	Cytosol	C03078		1445465	6	
hxcoa	Hexanoyl-CoA (n-C6:0CoA)	C27H42N7O17P3S	-4	Cytosol	C05270		45470	4,5,7	
cdpglyc	CDPglycerol	C12H19N3O13P2	-2	Cytosol	C00513		1787737	7	
gtca3	glycerol teichoic acid (n=25), unlinked, glucose substituted	C241H428N2O261P25	-25	Cytosol			1787740	7	
g3m8mpdol_U	(alpha-D-Glucosyl)3-(alpha-D-mannosyl)8-beta-D-mannosyl-diacetylchitobiosyldiphosphodolichol, human uterine homolog	C1905H3140N20O770P20	-20	Endoplasmic Reticulum			1809526	2	
m6mpdol_U	(alpha-D-Mannosyl)6-beta-D-mannosyl-diacetylchitobiosyldiphosphodolichol, human uterine homolog	C1605H2640N20O520P20	-20	Endoplasmic Reticulum			1809514	2	
m5mpdol_L	(alpha-D-Mannosyl)5-beta-D-mannosyl-diacetylchitobiosyldiphosphodolichol, human liver homolog	C1600H2628N20O470P20	-20	Endoplasmic Reticulum			1809511	2	
g1m8masn	(alpha-D-Glucosyl)-(alpha-D-mannosyl)8-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein)	C76H127N2O60X	0	Golgi Apparatus, Endoplasmic Reticulum			1822408	2	
fa19a	Fatty Acid (Anteiso-C19:0)	C19H37O2	-1	Cytosol			1840391	7	
h3acon-C	cis-(homo)3aconitate	C9H9O6	-3	Cytosol			1886163	9	
lppg	lactyl-(2)-diphospho-(5')-guanosine	C13H16N5O13P2	-3	Cytosol			1897949	9	
strch1	starch, structure 1 (1,6-{7[1,4-Glc], 4[1,4-Glc]})	C66H112O56	0	Extra-organism			2214270	2	
kdn	2-keto-3-deoxy-D-glycero-D-galactononic acid	C9H15O9	-1	Cytosol			2235495	2	
mphen	methanophenazine (oxidized)	C37N2O1H50	0	Cytosol			1800346	9	
ak2g_hs	1-alkyl 2-acylglycerol	C5H10O2FULLRFULLR2CO2	0	Cytosol			2255859	2	
fe3hox-un	Fe(III)hydoxamate, unloaded	C9H18O6N3	-3	Extra-organism, Cytosol, Periplasm			2256321	5	
mi34p	1D-myo-Inositol 3,4-bisphosphate	C6H10O12P2	-4	Cytosol	C04063	103597-56-4	43066	2	
dem2emgacpail_prot_hs	deacylated-(phosphoethanolaminyl-dimannosyl),(phosphoethanolaminyl)-mannosyl-glucosaminyl-acylphosphatidylinositol	C37H70N3O34P3FULLRCO2FULLR2CO2X	0	Endoplasmic Reticulum			2289583	2	
cs_c,d,e_pre1	chondroitin sulfate C (GalNAc6S-GlcA) and D (GlcNAc6S-GlcA2S), precursor 1	C31H47NO31S2X	-3	Golgi Apparatus			2300735	2	
tymsf	Tyramine O-sulfate	C8H11NO4S	0	Extra-organism, Cytosol		30223-92-8	2320878	2	
anhm3p	1,6-anhydrous-N-Acetylmuramyl-tripeptide	C26H39N5O14	-2	Cytosol			2328671	5	
dmnoncoa	4,8 dimethylnonanoyl-CoA	C32H54N7O17P3S	-4	Peroxisome, Cytosol, Mitochondria			2364597	2	
eca4colipa	(enterobacterial common antigen)x4 core oligosaccharide lipid A	C272H447N14O160P4	-15	Extra-organism, Periplasm			2377382	5	
hs_deg1	heparan sulfate, degradation product 1	C79H115N5O99S11	-12	Lysosome			2303738	2	
ksi_deg21	keratan sulfate I, degradation product 21	C132H213N9O114S6	-6	Lysosome			2416932	2	
ksii_core4_deg3	keratan sulfate II (core 4-linked), degradation product 3	C66H107N6O51S2X	-2	Lysosome			2418069	2	
Tn_antigen	Tn antigen	C8H14NO5X	0	Golgi Apparatus, Lysosome			1885271	2	
3hcvac11eACP	(R)-3-hydroxy-cis-vacc-11-enoyl-[acyl-carrier protein]	C29H53N2O9PRS	-1	Cytosol			2617019	4,5	
mcbtt	mycobactin T	C43H71N5O10	2	Cytosol			2932813	10	
arabinan	arabinan complex (Mtb)	C684H1104O552	0	Cytosol			2975754	10	
mssg	mycothiol (oxidized - dimer)	C34H58N4O24S2	0	Cytosol			2975912	10	
mshfaldox	mycothiol conjugated aldehyde	C18H30N2O13S	0	Cytosol			3134911	10	
S-gtrdhdlp	S-Glutaryldihydrolipoamide	C13H22NO4S2	-1	Cytosol	C06157	551-72-4	47546	4	
core_lps_hp	core_lps_hp	C129H237N2O62P2	1	Cytosol			1754502	3	
ttc-ggdp	trans,trans,cis-Geranylgeranyl diphosphate	C20H33O7P2	-3	Cytosol			1759656	2	
indaccoa	S-2-(indol-3-yl)acetyl-CoA	C31H39N8O17P3S	-4	Cytosol			1800371	9	
chito2pdol_L	N,N'-Diacetylchitobiosyldiphosphodolichol, human liver homolog	C1240H2028N20O170P20	-20	Cytosol			1809476	2	
pre6a	Precorrin 6A	C44H47N4O16	-7	Cytosol	C06320		1808168	10,4	
dedol_U	Dehydrodolichol, human uterine homolog	C1025H1660O10	0	Cytosol			1821333	2	
copre2	cobalt-precorrin 2	C42H38N4O16Co	-8	Cytosol	C11538		1838088	10,9	
dpgpg	2,3-di-O-phytanyl-sn-glycerol-1-phospho-3'-sn-glycerol	C46H94O8P1	-1	Cytosol			1842474	9	
ddhrb	7,8-didemethyl-8-hydroxy-5-deazariboflavin	C16H17N3O7	0	Cytosol			1897945	9	
mhista	N-Methylhistamine	C6H12N3	1	Cytosol	C05127	617-54-9	45171	2	
17ahprgnlone	17alpha-Hydroxypregnenolone	C21H32O3	0	Cytosol, Endoplasmic Reticulum	C05138	387-79-1	45199	2	
lyxnt	L-lyxonate	C5H9O6	-1	Cytosol	C05412	583-08-4	45756	2	
retinal-cis-9	cis-9-retinal	C20H28O	0	Cytosol			2265509	2	
mgacpail_hs	mannosyl-glucosaminyl-acylphosphatidylinositiol (H2)	C37H68NO19PFULLRCO2FULLR2CO2	0	Endoplasmic Reticulum			2282492	2	
hmgth	hydroxymethylglutathione	C11H18N3O7S	-1	Cytosol	C14180		2325420	5	
3amp	3'-AMP	C10H12N5O7P	-2	Extra-organism, Periplasm, Lysosome	C01367	84-21-9	2224997	2,5	
cs_a_deg3	chondroitin sulfate A (GalNAc4S-GlcA), degradation product 3	C31H48NO32S2	-3	Lysosome			2415890	2	
cs_d_deg6	chondroitin sulfate D (GlcNAc6S-GlcA2S), degradation product 6	C23H35O27S2	-3	Lysosome			2416184	2	
cs_e_deg5	chondroitin sulfate E (GalNAc4,6diS-GlcA), degradation product 5	C31H47NO35S3	-4	Lysosome			2416322	2	
ksi_deg19	keratan sulfate I, degradation product 19	C146H236N10O124S6	-6	Lysosome			2416940	2	
galfragund	galactofuranosyl(30)-rhamanosyl-N-acetylglucosamyl-undecaprenyl diphosphate (M tb)	C249H415NO167P2	-2	Cytosol			2975720	10	
hmtria	hexa-methyl triacontanoic acid (C30:0, plus 6 methyl branches)	C36H71O2	-1	Cytosol			3064008	10	
34dhbald	3,4-dihydroxybenzaldehyde	C7H6O3	0	Cytosol			3435392	4	
mclPHAg	Medium-chain length Polyhydroxyalkanoate growing.	R	0	Cytosol			3436904	4	
R-3hmrscoa	(R)-3-hydroxytetradecanoyl-coa	C35H58N7O18P3S	-4	Cytosol			3461882	4	
hmccm	2-Hydroxy-5-methyl-cis,cis-muconate	C7H6O5	-2	Cytosol			3462426	4	
allphn	Allophanate	C2H3N2O3	-1	Cytosol	C01010		1485295	6	
4aphdob	4-(2-Aminophenyl)-2,4-dioxobutanoate	C10H8NO4	-1	Cytosol	C01252		37199	2	
5hxkynam	5-Hydroxykynurenamine	C9H13N2O2	1	Cytosol	C05638	552-58-9	46174	2	
kdnp	2-keto-3-deoxy-D-glycero-D-galactononic acid 9-phosphate	C9H14O12P	-3	Cytosol			2235507	2	
cs_e_pre5a	chondroitin sulfate E (GalNAc4,6diS-GlcA), precursor 5a	C45H64N2O51S5X	-7	Golgi Apparatus			2301273	2	
ahandrostan	3alpha-Hydroxy-5beta-androstan-17-one	C19H30O2	0	Endoplasmic Reticulum	C04373	53-42-9	43684	2	
estriol	estriol	C18H24O3	0	Cytosol, Endoplasmic Reticulum	C05141	50-27-1	45207	2	
Nmtrp	N-Methyltryptophan	C12H14N2O2	0	Cytosol	C02983	526-31-8	40949	5	
cs_c_deg5	chondroitin sulfate C (GalNAc6S-GlcA), degradation product 5	C23H36O24S	-2	Lysosome			2416064	2	
ksii_core2_deg1	keratan sulfate II (core 2-linked), degradation product 1	C70H113N5O59S3X	-3	Lysosome			2418056	2	
galacglcgalacglcgal14acglcgalgluside_hs	I-antigen	C72H125N4O42FULLRCO	0	Golgi Apparatus			2419410	2	
murein5px3p	two disacharide linked murein units, pentapeptide corsslinked tripeptide (A2pm->A2pm) (middle of chain)	C74H112N14O39	-4	Periplasm			2528334	5	
ps140	phosphatidylserine (ditetradecanoyl, n-C14:0)	C34H65N1O10P1	-1	Cytosol	C02737		2617965	5	
2agpe161	2-Acyl-sn-glycero-3-phosphoethanolamine (n-C16:1)	C21H42NO7P1	0	Cytosol, Periplasm	C05973		2706668	5	
Ac1PIM3	acyl phosphatidylinositol mannoside tri-mannose (tuberculosis)	C78H144O29P	-1	Cytosol			2920376	10	
5mthglu	5-Methyltetrahydropteroyltri-L-glutamate	C25H34N8O12	-2	Cytosol	C04489		1787598	4	
icit	Isocitrate	C6H5O7	-3	Peroxisome, Extra-organism, Cytosol, Periplasm, Mitochondria	C00311	30810-51-6	34579	1,10,2,3,4,5,6,7,8,9	
udpg	UDPglucose	C15H22N2O17P2	-2	Extra-organism, Golgi Apparatus, Cytosol, Endoplasmic Reticulum, Periplasm	C00029		33576	1,10,2,3,4,5,6,7,9	
man1p	D-Mannose 1-phosphate	C6H11O9P	-2	Cytosol	C00636		42578	1,10,2,3,5,6,7,9	
2dr5p	2-Deoxy-D-ribose 5-phosphate	C5H9O7P	-2	Cytosol	C00673	102916-66-5	35666	1,10,2,3,5,6,7	
pran	N-(5-Phospho-D-ribosyl)anthranilate	C12H13NO9P	-3	Cytosol	C04302	None	43555	1,10,3,4,5,6,7,9	
tyr-L	L-Tyrosine	C9H11NO3	0	Peroxisome, Extra-organism, Cytosol, Periplasm, Mitochondria	C00082	60-18-4	33785	1,10,2,3,4,5,6,7,9	
trp-L	L-Tryptophan	C11H12N2O2	0	Extra-organism, Cytosol, Periplasm, Mitochondria	C00078	73-22-3	33772	1,10,2,3,4,5,6,7,9	
his-L	L-Histidine	C6H9N3O2	0	Extra-organism, Cytosol, Periplasm, Mitochondria	C00135	71-00-1	33985	1,10,2,3,4,5,6,7,9	
eig3p	D-erythro-1-(Imidazol-4-yl)glycerol 3-phosphate	C6H9N2O6P	-2	Cytosol	C04666		44288	1,10,4,5,6,7,9	
phom	O-Phospho-L-homoserine	C4H8NO6P	-2	Cytosol	C01102		36811	1,10,2,3,4,5,6,7,9	
ahcys	S-Adenosyl-L-homocysteine	C14H20N6O5S	0	Cytosol, Endoplasmic Reticulum, Nucleus, Mitochondria	C00021	979-92-0	33543	1,10,2,3,4,5,6,7,9	
aicar	5-Amino-1-(5-Phospho-D-ribosyl)imidazole-4-carboxamide	C9H13N4O8P	-2	Cytosol	C04677	3031-94-5	44312	1,10,2,3,4,5,6,7,9	
dhor-S	(S)-Dihydroorotate	C5H5N2O4	-1	Cytosol, Nucleus	C00337	5988-19-2	34662	1,10,2,3,4,5,6,7,9	
cbasp	N-Carbamoyl-L-aspartate	C5H6N2O5	-2	Cytosol, Nucleus	C00438		34984	1,10,2,3,4,5,6,7,9	
ump	UMP	C9H11N2O9P	-2	Extra-organism, Golgi Apparatus, Cytosol, Endoplasmic Reticulum, Nucleus, Periplasm, Mitochondria, Lysosome	C00105	58-97-9	33873	1,10,2,3,4,5,6,7,9	
xtsn	Xanthosine	C10H12N4O6	0	Extra-organism, Cytosol, Periplasm	C01762	146-80-5	38352	1,10,2,3,4,5,6	
udp	UDP	C9H11N2O12P2	-3	Extra-organism, Golgi Apparatus, Cytosol, Endoplasmic Reticulum, Nucleus, Mitochondria, Lysosome	C00015	58-98-0	33518	1,10,2,3,4,5,6,7,9	
dutp	dUTP	C9H11N2O14P3	-4	Cytosol, Nucleus, Mitochondria	C00460		35037	1,10,2,3,4,5,6,7,9	
ribflv	Riboflavin	C17H20N4O6	0	Extra-organism, Cytosol, Mitochondria	C00255	83-88-5	34409	1,10,2,3,4,5,6,7,9	
4abz	4-Aminobenzoate	C7H6NO2	-1	Extra-organism, Cytosol, Mitochondria	C00568	150-13-0	35376	1,10,3,4,5,6,7,9	
4ppan	D-4'-Phosphopantothenate	C9H15NO8P	-3	Cytosol, Mitochondria	C03492		41952	1,10,2,3,4,5,6,7,9	
ncam	Nicotinamide	C6H6N2O	0	Extra-organism, Cytosol, Mitochondria	C00153	98-92-0	34058	1,10,2,5,6,7	
uppg3	Uroporphyrinogen III	C40H36N4O16	-8	Cytosol	C01051	1976-85-8	36704	1,10,2,3,4,5,6,7,9	
3hdcoa	(S)-3-Hydroxydecanoyl-CoA	C31H50N7O18P3S	-4	Peroxisome, Cytosol	C05264		45455	4,5,6,7	
btal	Butanal	C4H8O	0	Cytosol	C01412	123-72-8	37538	5	
coa	Coenzyme A	C21H32N7O16P3S	-4	Peroxisome, Extra-organism, Golgi Apparatus, Cytosol, Endoplasmic Reticulum, Nucleus, Mitochondria, Lysosome	C00010	85-61-0	33502	1,10,2,3,4,5,6,7,8,9	
xyl-D	D-Xylose	C5H10O5	0	Extra-organism, Cytosol, Periplasm, Lysosome	C00181	58-86-6	34162	1,10,2,5,6	
acgam6p	N-Acetyl-D-glucosamine 6-phosphate	C8H14NO9P	-2	Cytosol	C00357	102029-88-9	34733	1,10,2,5,6,7	
csn	Cytosine	C4H5N3O	0	Extra-organism, Cytosol, Periplasm	C00380	71-30-7	34812	1,2,4,5,6,7,9	
duri	Deoxyuridine	C9H12N2O5	0	Extra-organism, Cytosol, Nucleus, Periplasm, Mitochondria	C00526	951-78-0	35251	1,10,2,3,5,6,7,9	
acgam1p	N-Acetyl-D-glucosamine 1-phosphate	C8H14NO9P	-2	Extra-organism, Cytosol, Periplasm	C04256	None	43457	1,10,2,3,4,5,6,7,9	
trnaile	tRNA(Ile)	R	0	Cytosol, Mitochondria	C01644		38070	4,5,6,7,9	
ivcoa	Isovaleryl-CoA	C26H40N7O17P3S	-4	Cytosol, Mitochondria	C02939		40861	2,4,7	
nh4	Ammonium	H4N	1	Peroxisome, Extra-organism, Cytosol, Endoplasmic Reticulum, Nucleus, Periplasm, Mitochondria	C01342	14798-03-9	33515	1,10,2,3,4,5,6,7,8,9	
h2o2	Hydrogen peroxide	H2O2	0	Peroxisome, Extra-organism, Cytosol, Nucleus, Periplasm, Mitochondria, Lysosome	C00027	7722-84-1	33570	1,10,2,3,4,5,6,7,9	
h2	H2	H2	0	Extra-organism, Cytosol, Periplasm	C00282	1333-74-0	34488	1,10,3,4,5,9	
cdpdag_EC	CDPdiacylglycerol (E coli)	C2286H3998N150O750P100	-100	Cytosol	C00269		1439952	1	
5aizc	5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxylate	C9H11N3O9P	-3	Cytosol	C04751		44477	1,10,2,3,4,5,6,7,9	
argtrna	L-Arginyl-tRNA(Arg)	C6H14N4OR	2	Cytosol, Mitochondria	C02163		52745	4,5,6,7,9	
clpn_EC	Cardiolipin (Ecoli)	C3822H7096O850P100	-100	Cytosol	C05980		1446154	1,7	
2ohph	2-Octaprenyl-6-hydroxyphenol	C46H70O2	0	Cytosol	C05811		46548	1,5	
dhnpt	Dihydroneopterin	C9H13N5O4	0	Cytosol, Mitochondria	C04874		44772	1,10,3,4,5,6,7,9	
dscl	dihydrosirohydrochlorin	C42H41N4O16	-7	Cytosol	C02463	65207-12-7	39875	1,10,4,5,6,7,9	
ohpb	2-Oxo-3-hydroxy-4-phosphobutanoate	C4H4O8P	-3	Cytosol	C06054		1447403	1,10,4,5,6	
pydxn	Pyridoxine	C8H11NO3	0	Extra-organism, Cytosol	C00314	65-23-6	34590	1,10,2,4,5,6	
ckdo	CMP-3-deoxy-D-manno-octulosonate	C17H24N3O15P	-2	Cytosol			1450191	1,5	
dkmpp	2,3-diketo-5-methylthio-1-phosphopentane	C6H9O6PS	-2	Cytosol	C15650		1450933	1,2,3,5,7	
hdd2coa	trans-Hexadec-2-enoyl-CoA	C37H60N7O17P3S	-4	Peroxisome, Cytosol, Mitochondria	C05272		45474	2,4,5,6,7	
abt	L-Arabinitol	C5H12O5	0	Extra-organism, Cytosol	C00532	7643-75-6	35268	2,6	
gdpddman	GDP-4-dehydro-6-deoxy-D-mannose	C16H21N5O15P2	-2	Cytosol	C01222		37116	1,10,2,3,5,9	
dtdprmn	dTDP-L-rhamnose	C16H24N2O15P2	-2	Cytosol	C03319	572-96-3	41621	1,10,2,5,9	
