abbreviation	name	synonyms	equation	compartment	ecnumber	reversible	translocation	internal_id	found in: 1) E. coli iJR904; 2) H. sapiens Recon 1; 3) H. pylori iIT341; 4) P. putida iJN746; 5) E. coli iAF1260; 6) S. cerevisiae iND750; 7) S. aureus iSB619; 8) E. coli textbook; 9) M. barkeri iAF692; 10) M. tuberculosis iNJ661; 	
FA80tp	fatty acid peroxisomal transport		octa[c] --> octa[x]	Peroxisome, Cytosol		Irreversible	Y	1459868	6	
3M2OBLOXRD	3-Methyl-2-oxobutanoate:lipoamide oxidoreductase(decarboxylating and acceptor-2-methylpropanoylating)		[c] : 3mob + h + lpam <==> 2mpdhl + co2	Cytosol	1.2.4.4	Reversible	N	1835590	7	
XOLTRI27tc	27 trihydroxy cholesterol transport		xoltri27[r] <==> xoltri27[c]	Endoplasmic Reticulum, Cytosol		Reversible	Y	2704123	2	
ARGabc	L-arginine transport via ABC system		arg-L[e] + atp[c] + h2o[c] --> adp[c] + arg-L[c] + h[c] + pi[c]	Extra-organism, Cytosol		Irreversible	Y	217486	1	
ASNt2	L-asparagine transport in via proton symport		asn-L[e] + h[e] --> asn-L[c] + h[c]	Extra-organism, Cytosol		Irreversible	Y	218213	3	
DOLICHOL_Uter	dolichol diffusion, human (uterus)		(0.1) dolichol_U[r] <==> (0.1) dolichol_U[c]	Endoplasmic Reticulum, Cytosol		Reversible	Y	1809238	2	
ECOAH8	3-hydroxyacyl-CoA dehydratase (3-hydroxyoctadecanoyl-CoA)		[c] : 3hodcoa <==> h2o + od2coa	Cytosol	4.2.1.17	Reversible	N	1839213	5	
TRIODTHYt2	T3 transport via facilitated diffusion		triodthy[e] <==> triodthy[c]	Extra-organism, Cytosol		Reversible	Y	2326992	2	
PDE1g	3',5'-cyclic-nucleotide phosphodiesterase,Golgi		[g] : camp + h2o --> amp + h	Golgi Apparatus	3.1.4.17	Irreversible	N	2211627	2	
CDAPPA120	CDP-Diacylglycerol pyrophostatase (n-C12:0)		[c] : cdpdddecg + h2o --> cmp + (2) h + pa120	Cytosol	3.6.1.26	Irreversible	N	2618994	5	
FACOAL206	fatty-acid--CoA ligase		[c] : atp + coa + phyt <==> amp + phytcoa + ppi	Cytosol	6.2.1.3	Reversible	N	2365313	2	
IPDPS	1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate reductase (ipdp)		[c] : h + h2mb4p + nadh --> h2o + ipdp + nad	Cytosol		Irreversible	N	1512728	1,10,3,4,5	
AGLPC	alkyl acylglycerol phosphocholine transferase	alkyl glycerol phosphocholine transferase	[c] : ak2g_hs + cdpchol --> ak2gchol_hs + cmp + h + h2o	Cytosol		Irreversible	N	2256180	2	
ACALD	acetaldehyde dehydrogenase (acetylating)		[c] : acald + coa + nad <==> accoa + h + nadh	Cytosol	1.2.1.10	Reversible	N	135476	4,5,8	
ALAALAtex	D-alanyl-D-alanine (DalaDala) transport via diffusion (extracellular to periplasm)		alaala[e] <==> alaala[p]	Extra-organism, Periplasm		Reversible	Y	2482470	5	
ACALDtm	acetaldehyde mitochondrial diffusion		acald[m] <==> acald[c]	Cytosol, Mitochondria		Reversible	Y	1741438	2	
FRUURtex	D-fructuronate transport via diffusion (extracellular)		fruur[e] <==> fruur[p]	Extra-organism, Periplasm		Reversible	Y	2212293	5	
CYSTS	cystathionine beta-synthase		[c] : hcys-L + ser-L --> cyst-L + h2o	Cytosol	4.2.1.22	Irreversible	N	1444032	10,2,6	
LALDO2x	D-Lactaldehyde:NAD+ 1-oxidoreductase		[c] : h + mthgxl + nadh --> lald-D + nad	Cytosol	1.1.1.21	Irreversible	N	2708777	2,5	
MECOAS1m	mesaconate--CoA ligase (GDP-forming)		[m] : coa + gtp + mescon <==> gdp + mescoa + pi	Mitochondria	6.2.1.4	Reversible	N	2256290	2	
H2MPTR	dihydromethanoterin reductase	H4MPTSR17	[c] : f420-2h2 + h2mpt --> f420-2 + h4mpt	Cytosol		Irreversible	N	1885860	9	
THMTPt	Thiamine triphosphate transport in via anion antiport		(3) oh1[e] + thmtp[c] --> (3) oh1[c] + thmtp[e]	Extra-organism, Cytosol		Irreversible	Y	2391230	2	
MI1456PKn	inositol-1,4,5,6- tetrakisphosphate 3-kinase, nucleus		[n] : atp + mi1456p --> adp + h + mi13456p	Nucleus	2.7.1.151	Irreversible	N	2265040	2	
ZN2t3pp	zinc (Zn+2) transport out via proton antiport (periplasm)		h[p] + zn2[c] --> h[c] + zn2[p]	Cytosol, Periplasm		Irreversible	Y	2390839	5	
ALASERNaEx	L-alanine/L-serine Na-dependent exchange (Ala-L in)		ala-L[e] + na1[e] + ser-L[c] --> ala-L[c] + na1[c] + ser-L[e]	Extra-organism, Cytosol		Irreversible	Y	2305563	2	
5DGLCNtex	5-Dehydro-D-gluconate transport via diffusion (extracellular to periplasm)		5dglcn[e] <==> 5dglcn[p]	Extra-organism, Periplasm		Reversible	Y	3138470	5	
RETHe	retinyl ester hydrolase, extracellular		[e] : h2o + retfa --> Rtotal2 + h + retinol	Extra-organism		Irreversible	N	2430002	2	
PTRCAT1	Putrescine acetyltransferase		[c] : accoa + ptrc --> aprut + coa + h	Cytosol	2.3.1.57	Irreversible	N	2235604	2	
PLA2	phospholipase A2		[c] : ak2gchol_hs + h2o --> Rtotal2 + ak2lgchol_hs + h	Cytosol		Irreversible	N	2256199	2	
PSERDv_SC	phosphatidylserine decarboxylase, yeast-specific, vacuolar		[v] : h + (0.01) ps_SC --> co2 + (0.01) pe_SC	Vacuole	4.1.1.65	Irreversible	N	1531302	6	
METt2r	L-methionine reversible transport via proton symport		h[e] + met-L[e] <==> h[c] + met-L[c]	Extra-organism, Cytosol		Reversible	Y	1446880	6	
NTD11	5'-nucleotidase (IMP)		[c] : h2o + imp --> ins + pi	Cytosol	3.1.3.5	Irreversible	N	144053	1,10,2,4,5,6	
MTRI	5-methylthioribose-1-phosphate isomerase		[c] : 5mdr1p <==> 5mdru1p	Cytosol	5.3.1.23	Reversible	N	138568	1,2,3,5,7	
ADNCYC	adenylate cyclase	3',5'-cyclic AMP synthetase, adenyl cyclase, adenylylcyclase	[c] : atp --> camp + ppi	Cytosol	4.6.1.1	Irreversible	N	1484813	1,10,2,4,5,6,9	
TRE6PP	trehalose-phosphatase		[c] : h2o + tre6p --> pi + tre	Cytosol	3.1.3.12	Irreversible	N	224283	1,10,5,6	
QUINtex	Quinate transport via diffusion (extracellular to periplasm)		quin-kt[e] <==> quin-kt[p]	Extra-organism, Periplasm		Reversible	Y	3463497	4	
FUT31g	fucosyltransferase 3 (galactoside 3(4)-L-fucosyltransferase, Lewis blood group included) 1	Les 2, (Lewis FT) (Fucosyltransferase 3) (FUCT- III), LE 2, Galactoside 3(4)-L-fucosyltransferase (EC 2.4.1.65) (Blood group Lewis alpha-4-fucosyltransferase), fucosyltransferase 3 (galactoside 3(4)-L-fucosyltransferase, Lewis blood group included)	[g] : galacglcgalgluside_hs + gdpfuc --> fuc14galacglcgalgluside_hs + gdp + h	Golgi Apparatus	2.4.1.65	Irreversible	N	2419493	2	
UDPDPS2	undecaprenyl-diphosphate synthase		[c] : decdp_tb + ipdp --> ppi + udcpdp	Cytosol	2.5.1.31	Irreversible	N	2920309	10	
NOtex	nitric oxide transport via diffusion (extracellular to periplasm)		no[e] <==> no[p]	Extra-organism, Periplasm		Reversible	Y	2380576	5	
ARGtex	L-arginine transport via diffusion (extracellular to periplasm)		arg-L[e] <==> arg-L[p]	Extra-organism, Periplasm		Reversible	Y	1915089	4,5	
ADNK1m	adenosine kinase, mitochondrial		[m] : adn + atp --> adp + amp + h	Mitochondria	2.7.1.20	Irreversible	N	2794811	2	
PLIPA1E161pp	Phospholipase A1 (phosphatidylethanolamine, n-C16:1) (periplasm)		[p] : h2o + pe161 --> 2agpe161 + h + hdcea	Periplasm	3.1.1.32	Irreversible	N	2706915	5	
2HCO3_NAt	bicarbonate transport (Na/HCO3 1:2 cotransport)		(2) hco3[e] + na1[e] <==> (2) hco3[c] + na1[c]	Extra-organism, Cytosol		Reversible	Y	2320703	2	
SPMDAT2	Spermidine acetyltransferase (N8)		[c] : accoa + spmd --> coa + h + n8aspmd	Cytosol	2.3.1.57	Irreversible	N	1528619	1,5	
AGM4PCP	N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramyl-tetrapeptide L,D-carboxypeptidase		[c] : anhgm4p + h2o --> ala-D + anhgm3p	Cytosol		Irreversible	N	2328299	5	
DCYTtex	deoxycytidine transport via diffusion (extracellular to periplasm)		dcyt[e] <==> dcyt[p]	Extra-organism, Periplasm		Reversible	Y	1915146	5	
GAL6PI	galactose-6-phosphate isomerase		[c] : dgal6p <==> tag6p-D	Cytosol	5.3.1.26	Reversible	N	1788618	7	
DKMPPD3	2,3-diketo-5-methylthio-1-phosphopentane degradation reaction		[c] : dkmpp + (3) h2o + (2) nad --> 2kmb + for + (4) h + (2) nadh + pi	Cytosol		Irreversible	N	2932768	5	
AMMQT6	S-adenosylmethione		[c] : 2dmmq6 + amet --> ahcys + h + mqn6	Cytosol		Irreversible	N	1553039	10,3	
FTCD	formimidoyltransferase cyclodeaminase		[c] : 5forthf + (2) h --> methf + nh4	Cytosol	4.3.1.4	Irreversible	N	2304496	2	
S6T24g	chondroitin 6-sulfotransferase, Golgi apparatus	3'-phosphoadenosine 5'-phosphosulfate (PAPS):chondroitin sulfatesulfotransferase, terminal 6-sulfotransferase, chondroitin 6-O-sulfotransferase	[g] : cs_e_pre4 + paps --> cs_e_pre5b + h + pap	Golgi Apparatus	2.8.2.17	Irreversible	N	2301404	2	
LPLIPAL2ATE181	Lysophospholipase L2 (acyltransferase, 2-acyl-glycerophosphoethanolamine, n-C18:1)		[c] : 2agpe181 + pg181 --> apg181 + g3pe	Cytosol		Irreversible	N	2707971	5	
UAMAGS	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate synthetase		[c] : atp + glu-D + uama --> adp + h + pi + uamag	Cytosol	6.3.2.9	Irreversible	N	1528693	1,10,3,4,5,7	
LPLIPAL2G180	Lysophospholipase L2 (2-acylglycerophosphoglycerol, n-C18:0)		[c] : 2agpg180 + h2o --> g3pg + h + ocdca	Cytosol	3.1.1.5	Irreversible	N	2707202	5	
FAOXC200180x	Beta oxidation of long chain fatty acid		[x] : arachcoa + coa + h2o + nad + o2 --> accoa + h + h2o2 + nadh + stcoa	Peroxisome	1.3.99.3	Irreversible	N	2608193	2	
URIC	uricase		[c] : (2) h2o + o2 + urate --> alltn + co2 + h2o2	Cytosol	1.7.3.3	Irreversible	N	213351	5	
NNAM	nicotinamidase		[c] : h2o + ncam --> nac + nh4	Cytosol	3.5.1.19	Irreversible	N	1528528	1,10,5,7	
FUT34g	fucosyltransferase 3 (galactoside 3(4)-L-fucosyltransferase, Lewis blood group included) 1	Les 2, (Lewis FT) (Fucosyltransferase 3) (FUCT- III), LE 2, Galactoside 3(4)-L-fucosyltransferase (EC 2.4.1.65) (Blood group Lewis alpha-4-fucosyltransferase), fucosyltransferase 3 (galactoside 3(4)-L-fucosyltransferase, Lewis blood group included)	[g] : fucgalacglcgalgluside_hs + gdpfuc --> fucfucgalacglcgalgluside_hs + gdp + h	Golgi Apparatus	2.4.1.65	Irreversible	N	2419595	2	
CDSm	phosphatidate cytidylyltransferase	CTP:phosphatidate cytidylyltransferase, CDP-diglyceride pyrophosphorylase, CDP-diacylglycerol synthase, CDS, CDP-DAG synthase, CDP-DG synthetase, CDP-diglyceride synthetase	[m] : ctp + h + pa_hs --> cdpdag_hs + ppi	Mitochondria	2.7.7.41	Irreversible	N	2233166	2	
P4502C93	cytochrome P450 2C9	P450 PB-1, P-450MP, CYPIIC9, S-mephenytoin 4-hydroxylase, P450 MP-4/MP-8	[c] : h + limnen + nadph + o2 --> h2o + nadp + perillyl	Cytosol		Irreversible	N	2306875	2	
UAMRH	UDP-MurNAc Hydroxylase		[c] : h + nadph + o2 + uamr --> h2o + nadp + ugmr	Cytosol		Irreversible	N	2975393	10	
CYSTSERex	L-cystine/glycine exchanger (cystine in)		Lcystin[e] + ser-L[c] --> Lcystin[c] + ser-L[e]	Extra-organism, Cytosol		Irreversible	Y	2306421	2	
TRPS1r	tryptophan synthase (indoleglycerol phosphate)		[c] : 3ig3p + ser-L <==> g3p + h2o + trp-L	Cytosol	4.2.1.20	Reversible	N	3093492	4	
PIuabcpp	phosphate transport via ABC system (uptake, periplasm)		atp[c] + h2o[c] + pi[p] --> adp[c] + h[c] + (2) pi[c]	Cytosol, Periplasm		Irreversible	Y	1912660	4,5	
GLCNtex	D-gluconate transport via diffusion (extracellular to periplasm)		glcn[e] <==> glcn[p]	Extra-organism, Periplasm		Reversible	Y	1915880	4,5	
3SALAASPm	cysteinesulfinate-aspartate mitochondrial shuttle		3sala[m] + asp-L[c] <==> 3sala[c] + asp-L[m]	Cytosol, Mitochondria		Reversible	Y	2419661	2	
GLUabcpp	L-glutamate transport via ABC system (periplasm)		atp[c] + glu-L[p] + h2o[c] --> adp[c] + glu-L[c] + h[c] + pi[c]	Cytosol, Periplasm		Irreversible	Y	1912324	4,5	
UDPG1P	UDPglucuronate uridine-monophosphohydrolase		[c] : h2o + udpglcur --> glcur1p + (2) h + ump	Cytosol		Irreversible	N	2374452	2	
FTHFDH	formyltetrahydrofolate dehydrogenase		[c] : 10fthf + h2o + nadp --> co2 + h + nadph + thf	Cytosol	1.5.1.6	Irreversible	N	2304469	2	
CITabc	citrate transport via ABC system		atp[c] + cit[e] + h2o[c] --> adp[c] + cit[c] + h[c] + pi[c]	Extra-organism, Cytosol		Irreversible	Y	1490849	10	
DMSt	Dimethyl sulfide Transport		dms[e] <==> dms[c]	Extra-organism, Cytosol		Reversible	Y	1816480	9	
ATP1ter	ADP/ATP transporter, endoplasmic reticulum		adp[r] + atp[c] <==> adp[c] + atp[r]	Endoplasmic Reticulum, Cytosol		Reversible	Y	2735411	2	
SERtN1	Serine transport (Na, H coupled)		h[c] + (2) na1[e] + ser-L[e] <==> h[e] + (2) na1[c] + ser-L[c]	Extra-organism, Cytosol		Reversible	Y	2307330	2	
GLUABUTt7	4-aminobutyrate/glutamate antiport		4abut[c] + glu-L[e] <==> 4abut[e] + glu-L[c]	Extra-organism, Cytosol		Reversible	Y	1487566	1	
THRtex	L-threonine transport via diffusion (extracellular to periplasm)		thr-L[e] <==> thr-L[p]	Extra-organism, Periplasm		Reversible	Y	1916110	4,5	
FUMt2_3	Fumarate transport via proton symport (3 H)		fum[e] + (3) h[e] --> fum[c] + (3) h[c]	Extra-organism, Cytosol		Irreversible	Y	1451306	1	
3OAR181	3-oxoacyl-[acyl-carrier-protein] reductase (n-C18:1)	beta-ketoacyl acyl carrier protein (ACP) reductase;, 3-oxoacyl-[acyl-carrier-protein] reductase;, beta-ketoacyl-acyl carrier protein reductase;, beta-ketoacyl thioester reductase;, beta-ketoacyl reductase;, 3-oxoacyl-[ACP]reductase, beta-ketoacyl-ACP reductase;, beta-ketoacyl-[acyl-carrier protein](ACP) reductase;, NADPH-specific 3-oxoacyl-[acylcarrier protein]reductase;, 3-ketoacyl acyl carrier protein reductase;	[c] : 3ocvac11eACP + h + nadph --> 3hcvac11eACP + nadp	Cytosol	1.1.1.100	Irreversible	N	2617148	4,5	
ARTFR42	R group artificial flux		fadh2[m] + odecoa[c] --> (1.125) R4coa_hs[c] + fad[m]	Cytosol, Mitochondria		Irreversible	Y	2414932	2	
GLDBRAN2	glycogen debranching enzyme (bglycogen -> glycogen)		[c] : bglycogen --> glycogen	Cytosol		Irreversible	N	2957733	5	
SHKK	shikimate kinase		[c] : atp + skm --> adp + h + skm5p	Cytosol	2.7.1.71	Irreversible	N	140223	1,10,3,4,5,6,7,9	
TOLtpp	Toluene transport via diffusion		tol[p] <==> tol[c]	Cytosol, Periplasm		Reversible	Y	3461822	4	
AMANK	N-acetyl-D-mannosamine kinase		[c] : acmana + atp --> acmanap + adp + h	Cytosol	2.7.1.60	Irreversible	N	1487963	1,2,5,7	
MACPD	Malonyl-ACP decarboxylase		[c] : h + malACP --> acACP + co2	Cytosol		Irreversible	N	1444419	1,4,5,7	
LCADi	lactaldehyde dehydrogenase		[c] : h2o + lald-L + nad --> (2) h + lac-L + nadh	Cytosol	1.2.1.21	Irreversible	N	1438923	1,2,5	
PI45BPP_SC	1-phosphatidylinositol-4,5-bisphosphate phosphodiesterase, yeast-specific		[c] : h2o + (0.01) ptd145bp_SC --> (0.01) 12dgr_SC + h + mi145p	Cytosol	3.1.4.11	Irreversible	N	1531513	6	
SRTNMTX	S-Adenosyl-L-methionine:amine N-methyltransferase (srtn)		[c] : amet + srtn --> ahcys + h + nmthsrtn	Cytosol	2.1.1.49	Irreversible	N	2198813	2	
4PYRDX	4-Pyridoxal secretion		4pyrdx[c] + atp[c] + h2o[c] --> 4pyrdx[e] + adp[c] + h[c] + pi[c]	Extra-organism, Cytosol		Irreversible	Y	2264666	2	
ENGASE3ly	endo-beta-N-acetylglucosaminidase, lysosomal	mannosyl-glycoprotein 1,4-N-acetamidodeoxy-beta-D-glycohydrolase, endo-beta-N-acetylglucosaminidase D, endo-beta-(1->4)-N-acetylglucosaminidase, N,N'-diacetylchitobiosyl beta-N-acetylglucosaminidase, endo-beta-N-acetylglucosaminidase, mannosyl-glycoprotein endo-beta-N-acetylglucosaminidase, mannosyl-glycoprotein endo-beta-N-acetylglucosamidase, endo-beta-acetylglucosaminidase, endo-beta-N-acetylglucosaminidase H, endo-beta-N-acetylglucosaminidase L, endo-N-acetyl-beta-glucosaminidase, endo-N-acetyl-beta-D-glucosaminidase, endo-beta-N-acetylglucosaminidase F, di-N-acetylchitobiosyl beta-N-acetylglucosaminidase, endoglycosidase S	[l] : h2o + ksi_deg2 --> acgam + ksi_deg3	Lysosome	3.2.1.96	Irreversible	N	2416977	2	
KDOPS	3-deoxy -D-manno-octulosonic -acid 8-phosphate synthase	2-keto-3-deoxy-8-phosphooctonic synthetase, phospho-2-keto-3-deoxyoctonate aldolase, 2-dehydro-3-deoxy-phosphooctonate aldolase, 3-deoxyoctulosonic 8-phosphate synthetase, 3-deoxy-D-mannooctulosonate-8-phosphate synthetase	[c] : ara5p + h2o + pep --> kdo8p + pi	Cytosol	4.1.2.16	Irreversible	N	1437052	1,3,5	
GLNtN1	Glutamine transport (Na, H coupled)		gln-L[e] + h[c] + (2) na1[e] <==> gln-L[c] + h[e] + (2) na1[c]	Extra-organism, Cytosol		Reversible	Y	2302929	2	
GLYt2m	glycine mitochondrial transport via proton symport		gly[c] + h[c] <==> gly[m] + h[m]	Cytosol, Mitochondria		Reversible	Y	1459092	6	
FAOXC18480x	Beta oxidation of long chain fatty acid		[x] : (5) coa + (5) h2o + (5) nad + o2 + strdnccoa --> (5) accoa + (5) h + h2o2 + (5) nadh + occoa	Peroxisome	1.3.99.3	Irreversible	N	2608215	2	
SGALSIDEtg	sgalside_hs intracellular transport		sgalside_hs[c] <==> sgalside_hs[g]	Golgi Apparatus, Cytosol		Reversible	Y	2734702	2	
G13MT_U	Glycolipid 1,3-alpha-D-mannosyltransferase (uterus)		[c] : gdpmann + (0.1) mpdol_U --> gdp + h + (0.1) m1mpdol_U	Cytosol	2.4.1.132	Irreversible	N	1809574	2	
EHGLAT	L-erythro-4-Hydroxyglutamate:2-oxoglutarate aminotransferase		[c] : akg + e4hglu --> 4h2oglt + glu-L	Cytosol	2.6.1.1	Irreversible	N	1447470	2,3,6	
CYSDabcpp	D-cysteine uptake via ABC system (periplasm)		atp[c] + cys-D[p] + h2o[c] --> adp[c] + cys-D[c] + h[c] + pi[c]	Cytosol, Periplasm		Irreversible	Y	2390182	5	
TYRTA	tyrosine transaminase	glutamic-hydroxyphenylpyruvic transaminase, phenylpyruvic acid transaminase, tyrosine-alpha-ketoglutarate transaminase, glutamic phenylpyruvic aminotransferase, tyrosine-alpha-ketoglutarate aminotransferase, phenylalanine-alpha-ketoglutarate transaminase, phenylalanine transaminase, L-phenylalanine 2-oxoglutarate aminotransferase, phenylalanine aminotransferase, tyrosine aminotransferase, L-tyrosine aminotransferase, tyrosine-2-ketoglutarate aminotransferase, phenylpyruvate transaminase	[c] : akg + tyr-L <==> 34hpp + glu-L	Cytosol	2.6.1.5	Reversible	N	139945	1,10,2,3,4,5,6,7,9	
RH2CD	(R)-(homo)2citrate dehydratase	COBS7	[c] : Rh2cit <==> h2acon-C + h2o	Cytosol		Reversible	N	1897625	9	
NNDMBRT	Nicotinate-nucleotide dimethylbenzimidazole phosphoribosyltransferase		[c] : dmbzid + nicrnt --> 5prdmbz + h + nac	Cytosol		Irreversible	N	1486648	1,10,4,5	
TAURt4(2)r	taurine transport (sodium symport) (2:1)		(2) na1[e] + taur[e] <==> (2) na1[c] + taur[c]	Extra-organism, Cytosol		Reversible	Y	2307755	2	
G1PACT	glucosamine-1-phosphate N-acetyltransferase		[c] : accoa + gam1p --> acgam1p + coa + h	Cytosol	2.3.1.157	Irreversible	N	1529183	1,10,3,4,5,7,9	
NACHEX19ly	beta-N-acetylhexosaminidase, lysosomal	beta-N-acetyl-D-hexosaminidase;, beta-acetylaminodeoxyhexosidase;, beta-D-hexosaminidase, N-acetylhexosaminidase;, beta-N-acetylglucosaminidase;, hexosaminidase;, beta-acetylhexosaminidinase;, N-acetyl-beta-hexosaminidase;, beta-D-N-acetylhexosaminidase;, hexosaminidase A;, beta-hexosaminidase;, N-acetyl-beta-D-hexosaminidase;	[l] : h2o + ksi_deg34 --> acgam + ksi_deg35	Lysosome	3.2.1.52	Irreversible	N	2709230	2	
SLCBK1	sphingolipid long chain base kinase (sphinganine)		[c] : atp + sphgn --> adp + h + sph1p	Cytosol		Irreversible	N	1486062	2,6	
NADPNe	NADP nucleosidase,extracellular		[e] : h2o + nadp --> adprbp + h + ncam	Extra-organism	3.2.2.6	Irreversible	N	2227077	2	
CYSTGLUex	L-cystine/L-glutamate exchanger		Lcystin[e] + glu-L[c] --> Lcystin[c] + glu-L[e]	Extra-organism, Cytosol		Irreversible	Y	2306434	2	
ASCBptspp	L-ascorbate transport via PEP:Pyr PTS (periplasm)		ascb-L[p] + pep[c] --> ascb6p[c] + pyr[c]	Cytosol, Periplasm		Irreversible	Y	1912057	5	
DLNLCGCPT2	carnitine transferase		[m] : coa + dlnlcgcrn --> crn + dlnlcgcoa	Mitochondria		Irreversible	N	2614736	2	
RRPPDIMAS	rhamnose rhamnose phenol phthiocerol dimycocerosate synthesis		[c] : dtdprmn + rppdima --> dtdp + h + rrppdima	Cytosol		Irreversible	N	3116023	10	
BTNPLm	holocarboxylase synthestase (biotin protein ligase), mitochondrial		[m] : apoC-Lys + btamp --> amp + apoC-Lys_btn + h	Mitochondria		Irreversible	N	2421343	2	
DHAtpp	Dihydroxyacetone transport via facilitated diffusion (periplasm)		dha[p] <==> dha[c]	Cytosol, Periplasm		Reversible	Y	1914399	5	
MUCCYCI	muconate cycloisomerase	muconate lactonizing enzyme;, 4-carboxymethyl-4-hydroxyisocrotonolactone lyase (decyclizing), muconate cycloisomerase I;, cis,cis-muconate cycloisomerase;, muconate cycloisomerase;, cis,cis-muconate-lactonizing enzyme;	[c] : ccmuac + h <==> mucl	Cytosol	5.5.1.1	Reversible	N	3435762	4	
DNDPt44m	dTTP transport via ATP antiport		atp[m] + dttp[c] --> atp[c] + dttp[m]	Cytosol, Mitochondria		Irreversible	Y	2274770	2	
MYC1CYC2	Mycolic Acid Cyclopropanation	cyclopropane synthase	[c] : amet + mmeroacidACP --> ahcys + h + mmeroacidcyc1ACP	Cytosol		Irreversible	N	2241775	10	
TYR3MO2	tyrosine 3-monooxygenase	tyrosine hydroxylase, L-tyrosine hydroxylase, tyrosine 3-hydroxylase	[c] : o2 + thbpt + tyr-L --> 34dhphe + thbpt4acam	Cytosol	1.14.16.2	Irreversible	N	2419225	2	
GAMpts	D-glucosamine transport via PEP:Pyr PTS		gam[e] + pep[c] --> gam6p[c] + pyr[c]	Extra-organism, Cytosol		Irreversible	Y	223329	1	
RTOTALCRNCPT2	R group transport into the mitochondria		[m] : Rtotalcrn + coa --> Rtotalcoa + crn	Mitochondria		Irreversible	N	2393115	2	
NTD6	5'-nucleotidase (dAMP)		[c] : damp + h2o --> dad-2 + pi	Cytosol	3.1.3.5	Irreversible	N	143876	1,10,2,4,5,6	
It	Iodide uniport		i[e] <==> i[c]	Extra-organism, Cytosol		Reversible	Y	2322574	2	
S6TASE15ly	N-acetylglucosamine-6-sulfatase, lysosomal	chondroitinsulfatase, N-acetylglucosamine 6-sulfate sulfatase, acetylglucosamine 6-sulfatase, 2-acetamido-2-deoxy-D-glucose 6-sulfate sulfatase, O,N-disulfate O-sulfohydrolase	[l] : h2o + ksi_deg18 <==> h + ksi_deg19 + so4	Lysosome	3.1.6.14	Reversible	N	2417294	2	
ACOAD6f	acyl-CoA dehydrogenase (tetradecanoyl-CoA)		[c] : fad + tdcoa <==> fadh2 + td2coa	Cytosol	1.3.99.3	Reversible	N	3304312	4,5	
ASCBt4	L-ascorbate transport via proton symport		ascb-L[e] + na1[e] <==> ascb-L[c] + na1[c]	Extra-organism, Cytosol		Reversible	Y	2322645	2	
PRASCS	phosphoribosylaminoimidazolesuccinocarboxamide synthase		[c] : 5aizc + asp-L + atp <==> 25aics + adp + h + pi	Cytosol	6.3.2.6	Reversible	N	1530036	1,10,2,3,4,6,7,9	
HCO3_NAt	bicarbonate transport (Na/HCO3 cotransport)		hco3[e] + na1[e] <==> hco3[c] + na1[c]	Extra-organism, Cytosol		Reversible	Y	2320759	2,4	
PE120abcpp	phosphatidylethanolamine transport via ABC system (n-C12:0, periplasm)		atp[c] + h2o[c] + pe120[c] --> adp[c] + h[c] + pe120[p] + pi[c]	Cytosol, Periplasm		Irreversible	Y	2702345	4,5	
CERS224	Ceramide-2 synthase (24C)		[c] : psphings + ttccoa --> cer2_24 + coa + h	Cytosol		Irreversible	N	1530085	6	
GLAl	galactosidase, alpha	Alpha-D- galactoside galactohydrolase, Alpha-galactosidase A precursor, galactosidase, alpha, (Alpha-D-galactosidase A) (Agalsidase alfa), GALA	[l] : digalside_hs + h2o --> gal + galside_hs	Lysosome	3.2.1.22	Irreversible	N	2275766	2	
PHDCATA	transacylase		[c] : ACP + phdcacoa <==> coa + phdcaACP	Cytosol		Reversible	N	2999251	10	
SEAHCYSHYD	Se-Adenosylselenohomocysteine hydrolase		[c] : h2o + seahcys --> adn + selhcys	Cytosol	3.3.1.1	Irreversible	N	2212866	2	
DGSNt2	deoxyguanosine transport in via proton symport		dgsn[e] + h[e] --> dgsn[c] + h[c]	Extra-organism, Cytosol		Irreversible	Y	218379	1,6	
DNDPt28m	dCDP transport via dGDP antiport		dcdp[c] + dgdp[m] --> dcdp[m] + dgdp[c]	Cytosol, Mitochondria		Irreversible	Y	2274612	2	
FASm340	fatty acid synthase - octa-methyl tetracontatricosanoic acid		[c] : (3) h + hpmdtria + mmcoa-S + (2) nadph --> co2 + coa + h2o + (2) nadp + omtta	Cytosol		Irreversible	N	3064153	10	
MDDEP4pp	murein D,D-endopeptidase (murein4px4px4p) (periplasm)		[p] : h2o + murein4px4px4p --> murein4px4p4p	Periplasm		Irreversible	N	2605687	5	
